Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Texas,North Texas,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rondel Walker,North Texas,AWAY,Minnesota,Big Ten,0,0,Starter,1,31,5,8,2,5,2,2,1,3,1,3,0,2,14,0,2.603,0,46.553,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2.5,1,0,"7,743",0,TRUE,1,31,5,8,2,5,2,2,1,3,1,3,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rondel Walker,North Texas,HOME,Evansville,Missouri Valley,0,,Starter,1,26,1,4,1,4,0,0,2,4,0,2,0,0,3,,13.981,,46.553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,-13.5,0,0,3451,0,TRUE,1,26,1,4,1,4,0,0,2,4,0,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,North Texas,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Nwagha,Northeastern,AWAY,Boston University,Patriot,0,,Bench,0,21,0,1,0,0,0,0,1,3,1,0,3,4,0,,17.666,,13.033,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,4.5,1,0,0,0,TRUE,0,21,0,1,0,0,0,0,1,3,1,0,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Nwagha,Northeastern,HOME,Princeton,Ivy,0,0,Bench,0,23,2,2,0,0,0,0,1,4,1,0,4,2,4,0,45.544,0,13.033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,5.5,1,0,"1,732",0,TRUE,0,23,2,2,0,0,0,0,1,4,1,0,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Nwagha,Northeastern,HOME,Harvard,Ivy,0,0,Bench,0,19,6,7,0,0,2,3,0,4,1,0,0,3,14,0,16.587,0,13.033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-4.5,0,0,"1,477",0,TRUE,0,19,6,7,0,0,2,3,0,4,1,0,0,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Metcalf,Northeastern,AWAY,Boston University,Patriot,0,,Starter,1,14,2,2,0,0,0,0,1,0,1,1,3,5,4,,17.666,,13.033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4.5,1,0,0,0,TRUE,1,14,2,2,0,0,0,0,1,0,1,1,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Metcalf,Northeastern,HOME,Princeton,Ivy,0,0,Starter,1,15,2,4,0,0,0,0,1,2,1,0,2,5,4,0,45.544,0,13.033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3,5.5,1,0,"1,732",0,TRUE,1,15,2,4,0,0,0,0,1,2,1,0,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Metcalf,Northeastern,HOME,Harvard,Ivy,0,0,Starter,1,17,2,2,0,0,0,0,2,5,0,3,2,4,4,0,16.587,0,13.033,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22,-4.5,0,0,"1,477",0,TRUE,1,17,2,2,0,0,0,0,2,5,0,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Woods,Northeastern,AWAY,Boston University,Patriot,0,,Starter,1,36,6,8,0,1,5,8,0,9,4,0,3,2,17,,17.666,,13.033,1,0,0,0,0,0,0,1,0,0,0,0,1,0,8,4.5,1,0,0,0,TRUE,1,36,6,8,0,1,5,8,0,9,4,0,3,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Woods,Northeastern,HOME,Princeton,Ivy,0,0,Starter,1,39,13,18,0,0,1,4,2,11,3,0,3,1,27,0,45.544,0,13.033,2,1,0,0,0,0,1,1,1,0,0,0,1,1,-3,5.5,1,0,"1,732",0,TRUE,1,39,13,18,0,0,1,4,2,11,3,0,3,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Woods,Northeastern,HOME,Harvard,Ivy,0,0,Starter,1,31,5,12,0,0,2,4,2,7,2,1,1,3,12,0,16.587,0,13.033,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-4.5,0,0,"1,477",0,TRUE,1,31,5,12,0,0,2,4,2,7,2,1,1,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JB Frankel,Northeastern,AWAY,Boston University,Patriot,0,,Bench,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,17.666,,13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.5,1,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JB Frankel,Northeastern,HOME,Princeton,Ivy,0,0,Bench,0,9,0,2,0,0,0,0,0,1,0,0,0,0,0,0,45.544,0,13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,5.5,1,0,"1,732",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JB Frankel,Northeastern,HOME,Harvard,Ivy,0,0,Bench,0,10,1,1,1,1,0,1,0,1,2,0,0,0,3,0,16.587,0,13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-4.5,0,0,"1,477",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA Pratt,Northeastern,AWAY,Boston University,Patriot,0,,Starter,1,36,9,13,4,8,2,4,0,3,1,2,1,2,24,,17.666,,13.033,1,0,0,0,1,0,1,0,0,0,0,0,1,1,8,4.5,1,0,0,0,TRUE,1,36,9,13,4,8,2,4,0,3,1,2,1,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA Pratt,Northeastern,HOME,Princeton,Ivy,0,0,Starter,1,32,3,13,0,7,0,0,0,3,0,3,0,3,6,0,45.544,0,13.033,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-3,5.5,1,0,"1,732",0,TRUE,1,32,3,13,0,7,0,0,0,3,0,3,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA Pratt,Northeastern,HOME,Harvard,Ivy,0,0,Starter,1,24,2,8,1,5,0,0,0,3,3,1,2,2,5,0,16.587,0,13.033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-4.5,0,0,"1,477",0,TRUE,1,24,2,8,1,5,0,0,0,3,3,1,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeastern,Northeastern,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashad King,Northeastern,AWAY,Boston University,Patriot,0,,Starter,1,36,5,10,1,2,5,8,0,2,4,2,0,1,16,,17.666,,13.033,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4.5,1,0,0,0,TRUE,1,36,5,10,1,2,5,8,0,2,4,2,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashad King,Northeastern,HOME,Princeton,Ivy,0,0,Starter,1,36,3,10,0,3,2,2,1,4,13,0,4,4,8,0,45.544,0,13.033,1,0,0,0,0,0,0,0,0,0,1,1,1,0,-3,5.5,1,0,"1,732",0,TRUE,1,36,3,10,0,3,2,2,1,4,13,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashad King,Northeastern,HOME,Harvard,Ivy,0,0,Starter,1,32,5,12,0,4,0,0,0,7,4,1,1,2,10,0,16.587,0,13.033,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-4.5,0,0,"1,477",0,TRUE,1,32,5,12,0,4,0,0,0,7,4,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Williams,Northeastern,AWAY,Boston University,Patriot,0,,Bench,0,11,2,5,0,2,0,0,0,1,1,0,0,0,4,,17.666,,13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.5,1,0,0,0,TRUE,0,11,2,5,0,2,0,0,0,1,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Williams,Northeastern,HOME,Princeton,Ivy,0,0,Bench,0,9,3,3,1,1,0,0,0,0,0,0,0,0,7,0,45.544,0,13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,5.5,1,0,"1,732",0,TRUE,0,9,3,3,1,1,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Williams,Northeastern,HOME,Harvard,Ivy,0,0,Bench,0,28,8,12,5,7,0,0,0,2,3,1,2,1,21,0,16.587,0,13.033,1,0,0,0,0,0,1,0,0,0,0,0,1,1,22,-4.5,0,0,"1,477",0,TRUE,0,28,8,12,5,7,0,0,0,2,3,1,2,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Thomson,Northeastern,AWAY,Boston University,Patriot,0,,Bench,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,,17.666,,13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.5,1,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Kermoury,Northeastern,AWAY,Boston University,Patriot,0,,Starter,1,35,6,7,2,3,0,0,0,2,1,5,1,2,14,,17.666,,13.033,1,0,0,0,1,0,0,0,0,1,0,0,1,0,8,4.5,1,0,0,0,TRUE,1,35,6,7,2,3,0,0,0,2,1,5,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Kermoury,Northeastern,HOME,Princeton,Ivy,0,0,Starter,1,34,6,9,5,6,3,4,1,0,1,1,1,3,20,0,45.544,0,13.033,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-3,5.5,1,0,"1,732",0,TRUE,1,34,6,9,5,6,3,4,1,0,1,1,1,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Kermoury,Northeastern,HOME,Harvard,Ivy,0,0,Starter,1,28,2,5,2,5,0,0,0,0,5,1,1,2,6,0,16.587,0,13.033,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22,-4.5,0,0,"1,477",0,TRUE,1,28,2,5,2,5,0,0,0,0,5,1,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youri Fritz,Northeastern,AWAY,Boston University,Patriot,0,,Bench,0,4,0,1,0,0,1,2,0,0,0,0,0,0,1,,17.666,,13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.5,1,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Northeastern,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali Ragab,Northern Arizona,AWAY,Stanford,ACC,0,0,Bench,0,10,1,3,0,0,0,0,1,1,0,0,1,2,2,0,-8.206,0,11.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,16.5,0,0,"2,055",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Towt,Northern Arizona,AWAY,Stanford,ACC,0,0,Starter,1,28,4,9,0,0,3,4,1,2,5,0,1,2,11,0,-8.206,0,11.734,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-26,16.5,0,0,"2,055",0,TRUE,1,28,4,9,0,0,3,4,1,2,5,0,1,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Towt,Northern Arizona,AWAY,Pacific,WCC,0,0,Starter,1,30,4,9,0,0,1,3,2,8,2,1,2,2,9,0,7.426,0,11.734,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5.5,1,0,"1,045",0,TRUE,1,30,4,9,0,0,1,3,2,8,2,1,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillan Baker,Northern Arizona,AWAY,Stanford,ACC,0,0,Bench,0,17,3,5,1,3,0,0,0,2,1,1,1,7,7,0,-8.206,0,11.734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-26,16.5,0,0,"2,055",0,TRUE,0,17,3,5,1,3,0,0,0,2,1,1,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Wistrcill,Northern Arizona,AWAY,Stanford,ACC,0,0,Bench,0,15,0,2,0,1,0,0,3,0,1,0,0,0,0,0,-8.206,0,11.734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-26,16.5,0,0,"2,055",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Jackson,Northern Arizona,AWAY,Stanford,ACC,0,0,Starter,1,22,0,2,0,1,0,0,0,3,2,0,1,0,0,0,-8.206,0,11.734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-26,16.5,0,0,"2,055",0,TRUE,1,22,0,2,0,1,0,0,0,3,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Jackson,Northern Arizona,AWAY,Pacific,WCC,0,0,Starter,1,30,5,9,0,2,2,2,4,1,3,0,3,4,12,0,7.426,0,11.734,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,5.5,1,0,"1,045",0,TRUE,1,30,5,9,0,2,2,2,4,1,3,0,3,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leigh Rickwood-Pitt,Northern Arizona,AWAY,Stanford,ACC,0,0,Bench,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-8.206,0,11.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,16.5,0,0,"2,055",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monty Bowser,Northern Arizona,AWAY,Stanford,ACC,0,0,Bench,0,11,1,2,1,2,1,2,0,0,0,0,0,4,4,0,-8.206,0,11.734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-26,16.5,0,0,"2,055",0,TRUE,0,11,1,2,1,2,1,2,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monty Bowser,Northern Arizona,AWAY,Pacific,WCC,0,0,Bench,0,18,3,10,1,5,0,0,0,2,1,1,1,0,7,0,7.426,0,11.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.5,1,0,"1,045",0,TRUE,0,18,3,10,1,5,0,0,0,2,1,1,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland Fort,Northern Arizona,AWAY,Stanford,ACC,0,0,Starter,1,27,6,9,1,4,0,0,0,2,2,0,2,1,13,0,-8.206,0,11.734,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-26,16.5,0,0,"2,055",0,TRUE,1,27,6,9,1,4,0,0,0,2,2,0,2,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland Fort,Northern Arizona,AWAY,Pacific,WCC,0,0,Starter,1,32,3,12,1,7,0,1,2,1,3,0,1,2,7,0,7.426,0,11.734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5.5,1,0,"1,045",0,TRUE,1,32,3,12,1,7,0,1,2,1,3,0,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Abelman,Northern Arizona,AWAY,Stanford,ACC,0,0,Starter,1,26,2,7,1,3,0,0,3,0,1,1,0,2,5,0,-8.206,0,11.734,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-26,16.5,0,0,"2,055",0,TRUE,1,26,2,7,1,3,0,0,3,0,1,1,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Abelman,Northern Arizona,AWAY,Pacific,WCC,0,0,Starter,1,26,1,3,1,3,0,0,3,2,0,2,0,3,3,0,7.426,0,11.734,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,5.5,1,0,"1,045",0,TRUE,1,26,1,3,1,3,0,0,3,2,0,2,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent McLaughlin,Northern Arizona,AWAY,Stanford,ACC,0,0,Starter,1,36,7,14,4,7,2,2,0,2,2,1,3,1,20,0,-8.206,0,11.734,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-26,16.5,0,0,"2,055",0,TRUE,1,36,7,14,4,7,2,2,0,2,2,1,3,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent McLaughlin,Northern Arizona,AWAY,Pacific,WCC,0,0,Starter,1,40,7,20,2,11,6,8,1,5,4,0,4,1,22,0,7.426,0,11.734,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5.5,1,0,"1,045",0,TRUE,1,40,7,20,2,11,6,8,1,5,4,0,4,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
